--- Blue Noise Points ---
Count: 664

Index,X,Z
0,213.405,442.798
1,226.174,437.463
2,226.225,446.264
3,218.906,425.761
4,238.66,440.697
5,225.73,454.545
6,237.916,432.243
7,229.777,429.581
8,239.204,455.525
9,247.51,453.098
10,217.38,434.61
11,248.617,441.973
12,233.564,418.703
13,249.74,429.983
14,200.005,447.883
15,215.583,451.419
16,254.847,457.12
17,210.125,431.071
18,213.338,463.64
19,194.062,437.779
20,223.578,463.024
21,183.493,436.826
22,203.706,456.976
23,222.752,475.003
24,234.026,404.068
25,227.059,397.424
26,231.708,461.981
27,204.252,439.75
28,230.8,478.097
29,218.066,400.821
30,234.744,485.275
31,239.203,498.169
32,237.095,468.602
33,245.191,463.698
34,241.819,400.587
35,249.369,471.431
36,235.008,395.135
37,201.23,465.347
38,243.637,390.931
39,228.904,388.044
40,251.792,404.184
41,191.415,477.727
42,241.351,413.396
43,247.173,383.026
44,172.657,438.354
45,191.166,428.652
46,239.247,377.072
47,248.517,486.985
48,234.404,447.997
49,252.897,394.448
50,221.534,391.463
51,230.055,375.555
52,203.687,472.968
53,198.811,481.667
54,191.623,463.624
55,241.487,476.02
56,253.267,421.005
57,183.612,461.571
58,214.654,477.124
59,185.989,449.471
60,222.63,418.676
61,254.45,477.971
62,255.99,435.237
63,202.102,420.763
64,240.731,424.698
65,170.114,468.462
66,221.354,367.71
67,177.55,429.793
68,194.693,453.987
69,200.974,431.936
70,213.8,384.195
71,210.132,421.342
72,227.704,360.607
73,213.519,485.462
74,220.196,378.165
75,207.61,411.807
76,255.53,494.674
77,193.008,409.971
78,250.906,412.26
79,174.996,457.37
80,245.552,368.121
81,255.944,382.367
82,220.047,409.453
83,201.093,399.329
84,222.037,489.102
85,189.399,419.462
86,208.428,403.471
87,201.16,494.669
88,216.535,357.24
89,228.463,412.366
90,184.705,488.339
91,237.306,347.895
92,177.85,445.454
93,251.59,374.309
94,234.284,336.846
95,206.334,506.636
96,183.635,474.932
97,166.113,427.411
98,250.499,358.766
99,255.812,509.224
100,181.03,421.009
101,228.314,347.716
102,206.114,363.857
103,165.245,451.339
104,173.379,413.587
105,226.621,498.882
106,193.706,367.735
107,204.133,390.863
108,218.487,349.281
109,251.796,346.679
110,237.241,385.636
111,225.698,337.938
112,240.077,358.399
113,237.641,507.976
114,215.163,502.054
115,180.808,405.252
116,188.815,498.441
117,193.086,511.846
118,159.948,457.536
119,207.679,375.196
120,156.308,466.068
121,216.073,337.11
122,160.627,421.409
123,248.775,500.256
124,186.369,379.788
125,224.678,509.18
126,211.286,395.386
127,196.635,380.986
128,205.407,355.557
129,234.097,366.459
130,213.024,368.682
131,194.361,389.931
132,205.679,487.28
133,185.883,392.373
134,205.353,382.904
135,156.023,477.024
136,175.929,481.847
137,177.394,396.848
138,189.5,402.083
139,208.947,496.827
140,197.467,358.797
141,163.805,440.099
142,173.052,421.98
143,201.881,346.122
144,183.107,357.064
145,209.696,348.345
146,185.288,507.875
147,192.573,351.08
148,193.38,489.595
149,181.154,367.827
150,212.603,511.868
151,245.332,510.189
152,168.462,490.792
153,177.113,381.974
154,175.164,506.068
155,184.73,339.237
156,198.325,504.164
157,196.331,337.963
158,208.614,340.103
159,160.917,412.159
160,164.894,384.575
161,168.533,403.458
162,220.541,327.416
163,174.16,360.566
164,157.527,446.138
165,164.291,474.943
166,151.879,451.972
167,201.146,330.901
168,176.012,494.492
169,206.311,322.879
170,165.87,500.636
171,166.444,511.565
172,243.698,337.971
173,203.275,310.318
174,178.263,326.426
175,236.131,324.057
176,244.688,350.984
177,251.866,333.416
178,160.514,489.603
179,150.748,415.197
180,183.733,413.106
181,189.885,328.765
182,226.281,314.942
183,143.928,441.292
184,186.077,319.799
185,154.271,509.119
186,152.932,496.988
187,163.543,397.133
188,153.628,434.385
189,140.033,432.903
190,194.749,303.193
191,171.273,390.802
192,194.692,319.997
193,248.697,321.631
194,140.162,500.375
195,146.729,469.073
196,161.001,373.854
197,243.546,308.825
198,213.291,316.614
199,132.651,439.715
200,178.407,346.243
201,243.187,328.174
202,131.759,449.216
203,213.661,306.354
204,148.411,503.608
205,241.385,317.574
206,234.907,311.476
207,254.5,311.831
208,168.513,319.529
209,153.352,425.16
210,254.017,301.58
211,145.739,485.118
212,184.516,309.453
213,229.902,329.135
214,151.145,392.588
215,170.983,352.133
216,141.303,415.7
217,144.128,455.877
218,231.452,298.684
219,136.521,511.615
220,121.909,452.952
221,250.694,292.445
222,239.756,291.211
223,147.918,407.529
224,156.574,380.701
225,220.47,292.215
226,159.281,403.969
227,170.049,376.181
228,140.263,474.847
229,169.482,367.461
230,144.93,511.079
231,164.557,344.427
232,113.831,445.189
233,151.515,363.62
234,244.161,298.982
235,127.099,425.96
236,207.507,299.71
237,131.884,458.181
238,134.695,482.738
239,173.166,333.338
240,222.91,305.712
241,239.035,281.63
242,135.992,467.421
243,127.019,417.609
244,130.03,492.326
245,117.508,426.637
246,130.512,502.49
247,139.939,424.688
248,163.063,356.421
249,175.827,308.585
250,162.966,329.943
251,124.359,445.08
252,148.15,382.938
253,169.932,296.027
254,132.551,411.215
255,155.924,334.939
256,155.713,298.178
257,114.58,414.919
258,232.153,287.341
259,113.751,453.38
260,153.88,350.487
261,106.077,419.286
262,136.736,381.682
263,186.46,297.824
264,96.5168,420.981
265,249.536,279.851
266,198.063,295.617
267,131.109,475.081
268,148.769,342.129
269,143.271,492.925
270,124.485,510.883
271,143.645,395.776
272,102.117,405.168
273,127.718,402.136
274,193.892,311.359
275,135.638,396.941
276,103.843,433.794
277,124.833,464.839
278,108.188,391.911
279,113.948,404.773
280,96.6035,383.524
281,206.724,284.695
282,109.04,427.665
283,102.305,456.754
284,118.233,499.05
285,151.227,374.256
286,129.139,391.622
287,119.059,481.254
288,117.359,471.252
289,191.97,281.001
290,111.067,461.982
291,142.004,366.695
292,132.744,369.812
293,117.632,436.514
294,158.898,290.229
295,144.989,325.654
296,137.049,356.428
297,174.125,288.579
298,113.798,507.243
299,217.969,276.73
300,84.8665,388.938
301,99.4996,472.199
302,156.734,322.59
303,121.945,357.282
304,107.846,475.874
305,145.251,351.074
306,164.751,309.533
307,100.083,445.329
308,117.229,382.707
309,243.904,269.41
310,89.4847,438.379
311,127.478,377.976
312,185.001,287.728
313,154.871,313.56
314,174.005,278.439
315,161.007,364.811
316,119.409,368.212
317,90,457.628
318,140.438,332.507
319,161.848,281.452
320,146.22,304.692
321,82.8507,445.625
322,210.532,271.518
323,121.446,410.394
324,202.121,277.706
325,130.612,326.94
326,183.219,276.56
327,98.2912,463.888
328,91.6387,477.741
329,212.252,262.686
330,113.524,488.628
331,121.383,491.687
332,101.023,487.794
333,145.314,316.67
334,76.2163,397.567
335,91.9857,497.46
336,212.125,292.96
337,254.655,272.608
338,198.625,287.09
339,92.3773,449.306
340,84.5237,429.411
341,103.897,502.969
342,89.0011,489.881
343,66.3762,387.161
344,144.34,292.851
345,197.122,270.441
346,55.8158,399.114
347,77.0535,432.849
348,222.419,268.388
349,129.218,351.336
350,72.169,446.626
351,121.309,394.101
352,110.307,496.207
353,52.7519,407.662
354,108.056,379.868
355,51.9819,383.488
356,51.0176,417.816
357,44.0374,408.741
358,64.997,429.696
359,131.477,295.75
360,113.655,357.462
361,74.8587,379.095
362,228.097,279.458
363,154.553,273.683
364,232.515,271.388
365,60.2366,454.409
366,71.5261,368.284
367,83.7321,467.72
368,52.1318,437.756
369,238.015,257.874
370,229.281,258.376
371,90.0666,402.104
372,63.8388,414.987
373,204.382,264.614
374,72.5715,465.001
375,74.5653,455.477
376,136.572,310.617
377,142.734,376.284
378,50.2198,426.358
379,177.329,300.152
380,100.048,511.289
381,119.586,347.246
382,62.7114,443.304
383,144.908,283.658
384,35.42,415.818
385,81.5793,485.278
386,58.9684,422.957
387,137.278,340.648
388,247.194,258.201
389,44.7328,399.942
390,187.481,263.232
391,94.4191,505.382
392,123.089,335.88
393,128.716,361.954
394,128.055,342.656
395,251.996,264.808
396,108.001,346.814
397,32.2473,402.608
398,219.247,258.579
399,70.0527,437.992
400,118.734,294.451
401,65.4933,403.292
402,168.069,264.078
403,117.206,324.559
404,137.628,321.963
405,162.617,271.422
406,23.914,421.266
407,129.021,315.759
408,74.2861,424.508
409,83.3354,372.279
410,136.998,287.501
411,180.103,267.354
412,67.3312,478.858
413,113.75,340.967
414,107.608,334.492
415,91.259,375.087
416,96.2309,395.538
417,42.1213,421.06
418,81.2465,420.016
419,94.8923,429.489
420,84.3501,506.028
421,77.3235,500.104
422,69.0202,507.318
423,67.3969,490.76
424,109.033,370.439
425,93.3414,361.257
426,198.666,256.744
427,86.8295,354.145
428,125.793,306.819
429,153.434,282.506
430,109.301,284.366
431,95.9194,335.95
432,63.8405,465.43
433,99.7756,345.394
434,117.948,312.734
435,93.4867,409.729
436,79.8822,411.169
437,99.8401,376.032
438,103.891,363.167
439,117.522,303.317
440,59.4558,507.222
441,49.2373,393.091
442,136.356,272.923
443,82.9749,336.061
444,70.5092,410.43
445,50.5251,452.642
446,90.9421,347.231
447,107.844,325.493
448,117.696,270.787
449,108.554,314.33
450,66.3088,499.066
451,43.1118,430.548
452,60.272,381.43
453,81.831,363.685
454,100.566,354.149
455,127.879,267.843
456,124.672,284.401
457,71.0756,359.305
458,44.3029,379.781
459,54.1315,488.595
460,139.475,299.713
461,43.7965,440.546
462,78.4997,355.328
463,59.2023,364.888
464,23.7603,413.149
465,97.794,327.246
466,109.872,306.435
467,146.296,274.569
468,145.432,260.656
469,108.772,275.447
470,64.4105,372.146
471,135.528,264.039
472,107.824,261.951
473,128.787,276.692
474,157.808,261.023
475,46.7815,371.813
476,121.014,263.33
477,16.488,417.685
478,49.4873,461.034
479,84.0414,328.085
480,33.8072,429.049
481,100.078,286.447
482,94.7109,268.802
483,54.4246,467.845
484,58.2714,477.035
485,114.45,256.716
486,53.7957,501.26
487,100.955,257.313
488,78.3114,474.995
489,39.3614,391.28
490,9.98208,407.652
491,63.091,395.351
492,41.2209,482.982
493,33.8936,375.576
494,75.8511,387.677
495,130.212,256.967
496,110.532,297.521
497,40.0268,462.786
498,60.0902,351.318
499,100.158,316.116
500,83.8778,259.326
501,30.0255,387.002
502,97.4408,301.518
