--- Blue Noise Points ---
Count: 671

Index,X,Z
0,-224.379,201.536
1,-228.182,212.639
2,-218.633,187.084
3,-218.118,208.952
4,-236.763,206.234
5,-236.87,196.879
6,-242.467,184.275
7,-213.753,194.787
8,-249.712,205.433
9,-229.632,190.61
10,-205.91,190.263
11,-228.67,181.914
12,-244.417,192.832
13,-244.036,211.574
14,-252.908,218.65
15,-225.961,172.957
16,-217.922,219.553
17,-212.996,180.994
18,-216.197,172.61
19,-242.732,221.483
20,-230.11,222.011
21,-248.623,177.804
22,-233.87,171.13
23,-209.721,202.639
24,-217.471,230.356
25,-235.716,236.067
26,-229.082,160.523
27,-201.085,176.138
28,-246.613,230.666
29,-220.51,164.457
30,-202.329,198.176
31,-211.558,158.588
32,-253.403,235.872
33,-190.709,193.138
34,-241.99,242.287
35,-252.406,197.862
36,-242.775,171.838
37,-239.505,159.48
38,-237.242,227.393
39,-250.502,185.963
40,-186.845,182.605
41,-200.269,158.273
42,-226.281,247.652
43,-249.892,254.928
44,-232.248,145.458
45,-196.32,204.208
46,-197.033,185.505
47,-223.5,145.436
48,-226.71,229.797
49,-248.618,158.829
50,-252.339,245.531
51,-181.769,203.006
52,-193.775,214.576
53,-201.73,210.775
54,-199.687,221.172
55,-208.83,221.366
56,-234.966,252.767
57,-238.049,138.57
58,-225.278,238.126
59,-250.228,167.929
60,-218.143,247.816
61,-213.114,239.837
62,-211.467,253.458
63,-234.552,153.159
64,-236.39,215.782
65,-223.842,255.694
66,-250.141,150.364
67,-244.458,143.767
68,-219.37,154.226
69,-201.988,231.542
70,-194.143,227.79
71,-210.49,143.539
72,-178.292,177.504
73,-174.942,190.722
74,-197.457,239.055
75,-204.978,245.366
76,-187.666,235.223
77,-185.294,210.382
78,-252.459,138.13
79,-202.434,253.871
80,-243.25,250.32
81,-191.903,171.719
82,-179.421,217.647
83,-163.499,181.321
84,-175.848,208.838
85,-187.458,246.102
86,-203.634,150.053
87,-200.354,136.109
88,-157.177,187.323
89,-176.839,231.277
90,-244.435,129.527
91,-163.563,194.361
92,-167.497,226.098
93,-185.485,224.24
94,-235.124,125.391
95,-233.482,243.791
96,-211.56,128.29
97,-206.227,167.154
98,-253.322,125.715
99,-167.055,203.743
100,-153.631,178.846
101,-153.596,196.184
102,-167.054,213.972
103,-229.902,137.376
104,-189.432,161.366
105,-197.826,166.164
106,-196.38,247.941
107,-185.074,139.614
108,-194.458,152.759
109,-158.25,203.195
110,-221.868,137.367
111,-185.028,254.713
112,-168.525,168.287
113,-160.307,169.14
114,-244.877,114.826
115,-174.175,198.836
116,-140.223,186.68
117,-179.856,239.123
118,-168.556,234.269
119,-176.648,255.037
120,-179.057,160.503
121,-169.193,157.112
122,-194.019,142.06
123,-253.173,114.956
124,-157.472,213.465
125,-224.25,128.856
126,-211.509,114.752
127,-177.599,133.02
128,-153.406,164.649
129,-178.865,149.657
130,-194.736,123.756
131,-149.325,209.834
132,-163.52,246.076
133,-231.874,111.285
134,-229.285,103.407
135,-147.196,223.042
136,-203.936,123.713
137,-139.719,201.921
138,-143.158,166.901
139,-140.838,176.305
140,-152.62,236.58
141,-133.29,157.316
142,-171.491,243.858
143,-138.936,237.473
144,-184.018,169.272
145,-129.72,183.405
146,-207.502,101.59
147,-160.011,229.718
148,-185.996,127.59
149,-217.875,95.7332
150,-147.893,155.724
151,-130.21,169.305
152,-159.015,158.896
153,-169.951,148.721
154,-171.508,182.428
155,-135.645,226.418
156,-193.774,113.257
157,-164.605,129.194
158,-184.944,114.099
159,-130.623,218.595
160,-141.308,141.171
161,-123.59,227.651
162,-220.997,115.064
163,-130.604,232.827
164,-129.648,192.524
165,-149.085,189.381
166,-167.851,255.809
167,-197.449,100.009
168,-215.552,104.747
169,-154.465,246.578
170,-209.406,91.6335
171,-192.521,133.068
172,-227.936,120.239
173,-142.505,215.336
174,-113.789,191.826
175,-171.348,139.966
176,-120.364,170.674
177,-154.784,255.101
178,-120.975,159.094
179,-161.417,149.586
180,-202.98,108.812
181,-161.446,220.756
182,-250.895,101.944
183,-186.93,105.436
184,-215.9,83.9142
185,-103.148,193.764
186,-178.478,123.534
187,-129.25,240.813
188,-206.443,82.9052
189,-120.76,186.27
190,-178.314,104.06
191,-218.024,123.508
192,-115.141,229.659
193,-242.417,102.864
194,-145.592,254.199
195,-99.2009,206.824
196,-169.563,112.983
197,-162.834,139.72
198,-88.6793,191.141
199,-195.265,72.12
200,-124.057,149.352
201,-97.1619,183.73
202,-145.713,231.075
203,-150.497,141.982
204,-198.991,89.5987
205,-169.625,120.985
206,-224.256,86.958
207,-134.825,148.505
208,-127.647,251.659
209,-144.848,244.051
210,-102.828,235.914
211,-195.585,81.8938
212,-136.578,249.712
