--- Blue Noise Points ---
Count: 663

Index,X,Z
0,180.386,220.775
1,182.648,235.996
2,171.207,217.045
3,188.706,241.745
4,189.385,225.778
5,197.571,235.927
6,169.311,234.727
7,161.743,204.378
8,172.756,197.463
9,190.355,209.127
10,164.996,185.751
11,202.391,215.657
12,182.002,192.033
13,203.883,246.738
14,155.003,176.816
15,151.963,186.164
16,183.331,213.135
17,211.917,237.128
18,183.475,203.247
19,158.951,212.365
20,163.078,221.669
21,181.457,248.758
22,176.665,229.59
23,144.83,190.67
24,149.904,210.307
25,173.277,248.238
26,150.153,199.091
27,176.112,207.412
28,174.247,179.145
29,200.969,205.958
30,167.77,209.76
31,213.01,247
32,160.014,243.928
33,143.792,182.303
34,202.91,229.665
35,159.406,193.76
36,194.105,248.985
37,192.452,217.628
38,160.927,231.233
39,210.06,208.733
40,164.825,252.324
41,192.607,193.756
42,204.053,192.916
43,146.07,245.375
44,215.51,214.677
45,148.221,220.476
46,152.795,255.349
47,138.211,230.976
48,152.045,238.163
49,138.066,194.964
50,214.762,223.189
51,207.224,255.143
52,227.223,225.209
53,150.508,228.336
54,220.079,252.531
55,220.285,229.684
56,217.982,206.79
57,135.425,239.267
58,217.795,196.319
59,138.407,248.953
60,221.057,242.671
61,127.84,229.648
62,166.636,168.882
63,228.836,254.016
64,139.59,209.851
65,131.325,207.123
66,234.354,248.023
67,234.092,235.073
68,235.733,221.608
69,140.42,222.534
70,227.702,214.537
71,131.911,187.742
72,185.769,174.848
73,124.309,236.867
74,230.078,189.948
75,238.828,185.305
76,225.866,176.282
77,249.914,188.99
78,144.339,167.933
79,208.132,200.673
80,242.729,235.162
81,117.303,187.557
82,132.949,218.137
83,187.954,185.49
84,123.325,221.823
85,128.573,247.682
86,233.451,208.788
87,119.441,197.384
88,248.633,177.478
89,227.566,201.997
90,136.705,177.949
91,121.478,207.502
92,154.361,168.163
93,243.864,197.44
94,211.328,182.943
95,143.107,158.594
96,177.559,165.643
97,201.949,184.042
98,197.677,173.153
99,186.981,153.636
100,242.891,211.771
101,114.874,230.457
102,219.289,181.066
103,192.869,145.23
104,128.477,198.112
105,188.562,166.428
106,163.713,177.475
107,113.223,215.643
108,116.469,252.115
109,235.058,174.989
110,242.749,170.318
111,129.23,172.563
112,213.058,172.733
113,109.294,223.54
114,173.45,187.556
115,107.758,207.293
116,174.598,150.85
117,110.008,239.127
118,93.8161,202.73
119,247.268,243.352
120,206.854,150.648
121,151.824,151.431
122,107.839,197.774
123,160.293,159.63
124,117.683,173.314
125,99.6553,220.686
126,247.74,227.32
127,252.08,234.914
128,169.79,142.217
129,197.496,158.479
130,247.517,163.051
131,253.066,155.902
132,170.859,160.202
133,230.823,159.608
134,239.292,160.952
135,239.138,151.007
136,222.995,163.454
137,112.781,179.825
138,247.744,204.459
139,97.4809,188.872
140,106.628,187.249
141,243.706,251.002
142,229.232,149.985
143,86.2151,225.868
144,254.706,250.684
145,163.036,149.014
146,209.392,164.911
147,214.354,147.157
148,255.886,170.061
149,227.126,136.351
150,218.58,131.651
151,107.43,247.188
152,181.737,144.232
153,143.346,148.213
154,102.247,168.613
155,206.981,136.297
156,213.773,157.882
157,246.679,147.402
158,229.3,168.865
159,96.0807,231.96
160,104.275,154.196
161,253.54,140.948
162,91.1141,216.007
163,237.728,139.987
164,235.278,197.02
165,162.457,138.075
166,118.743,159.328
167,133.762,159.603
168,124.691,182.8
169,253.409,129.746
170,255.206,242.341
171,88.8296,195.87
172,194.726,135.099
173,253.92,197.755
174,245.403,219.463
175,120.916,245.172
176,101.185,253.544
177,116.837,145.489
178,222.174,143.185
179,148.955,137.984
180,221.404,155.185
181,97.951,243.87
182,98.8305,210.092
183,76.8468,222.619
184,180.779,131.49
185,93.6014,171.94
186,89.452,253.591
187,99.6063,178.624
188,94.8611,156.142
189,228.236,124.019
190,75.1051,231.956
191,255.447,210.304
192,80.4482,196.134
193,74.4011,211.993
194,199.255,127.902
195,68.669,222.372
196,255.742,224.158
197,83.8443,208.254
198,58.2111,219.732
199,240.178,128.694
200,246.555,116.096
201,88.8463,164.348
202,111.65,166.432
203,133.248,151.457
204,91.9906,182.038
205,170.712,130.893
206,86.359,239.668
207,84.8961,171.544
208,77.2519,161.638
209,195.493,119.888
210,71.8668,198.27
211,81.3183,253.728
212,60.8068,211.281
213,124.951,147.724
214,162.135,127.759
215,200.816,143.02
216,163.949,119.567
217,96.4952,140.689
218,67.668,206.916
219,132.683,137.81
220,74.2054,240.905
221,85.994,187.865
222,141.522,132.202
223,69.4515,174.471
224,181.378,121.297
225,60.7302,236.096
226,189.298,126.663
227,70.2207,188.258
228,61.7345,191.937
229,105.067,231.297
230,119.837,134.928
231,152.934,127.096
232,68.829,151.073
233,245.358,136.554
234,218.334,120.065
235,62.2756,168.815
236,84.5327,155.863
237,48.6085,218.689
238,157.027,114.61
239,39.5344,222.518
240,56.5771,229.207
241,108.406,141.421
242,254.782,114.972
243,172.4,117.132
244,53.0386,208.206
245,33.5251,231.213
246,199.981,112.957
247,133.502,126.246
248,71.9148,248.628
249,80.778,245.634
250,90.9259,128.748
251,107.144,129.124
252,159.976,102.116
253,146.497,114.93
254,29.7554,218.877
255,124.037,165.843
256,186.692,110.7
257,45.5533,234.503
258,209.956,124.563
259,86.8684,144.23
260,58.0402,200.839
261,214.535,111.741
262,47.9376,195.901
263,98.9974,132.877
264,77.6471,141.867
265,42.8748,211.379
266,43.585,202.946
267,143.529,122.614
268,188.808,96.8681
269,151.267,159.633
270,233.528,111.136
271,207.335,107.572
272,35.6465,207.792
273,32.3295,198.731
274,236.978,119.396
275,194.286,105.062
276,205.288,96.2326
277,53.5965,189.818
278,97.8583,117.194
279,136.892,111.46
280,81.5325,215.96
281,126.634,113.806
282,118.489,126.408
283,144.747,99.4111
284,58.8973,181.763
285,118.768,109.921
286,172.457,105.274
287,33.5306,240.777
288,89.6749,118.301
289,61.9145,249.865
290,130.936,105.925
291,226.04,107.833
292,102.684,108.038
293,117.738,95.4015
294,60.0536,152.863
295,156.221,93.2731
296,21.9881,196.671
297,255.592,101.251
298,238.652,100.792
299,126.284,93.1258
300,247.821,93.18
301,27.2922,208.06
302,66.4987,230.155
303,213.858,101.934
304,78.4295,183.376
305,249.979,107.087
306,135.859,91.1733
307,127.857,79.1093
308,54.1532,145.388
309,68.4375,133.635
310,142.988,86.8179
311,39.8095,192.77
312,43.8247,251.908
