--- Blue Noise Points ---
Count: 659

Index,X,Z
0,325.34,138.54
1,316.47,130.221
2,333.207,146.639
3,345.614,137.353
4,322.322,122.199
5,329.329,154.463
6,350.973,148.793
7,347.272,123.14
8,319.971,153.037
9,345.186,112.486
10,336.81,115.835
11,358.728,144.967
12,333.23,134.853
13,329.513,127.122
14,324.603,109.269
15,314.957,116.405
16,335.123,105.467
17,328.046,163.595
18,313.331,107.293
19,340.391,130.881
20,344.478,103.774
21,337.674,175.831
22,355.533,135.688
23,333.147,93.4421
24,349.206,179.599
25,306.686,122.31
26,353.428,159.263
27,317.631,143.119
28,319.966,161.139
29,342.497,144.772
30,353.988,109.22
31,320.839,176.62
32,369.381,135.068
33,313.408,169.987
34,367.807,103.385
35,347.854,89.4699
36,364.889,127.451
37,339.258,189.999
38,351.939,187.575
39,348.083,196.419
40,359.271,174.601
41,356.26,127.139
42,329.652,177.58
43,311.171,156.848
44,335.384,167.727
45,338.325,156.981
46,350.32,169.125
47,307.765,144.751
48,367.359,144.724
49,356.832,101.484
50,363.587,161.054
51,296.344,154.218
52,366.271,170.112
53,326.23,185.115
54,366.592,114.727
55,368.78,183.886
56,324.551,197.814
57,324.885,100.037
58,312.563,186.834
59,299.544,131.3
60,362.646,152.466
61,340.585,202.431
62,303.451,112.279
63,315.705,195.804
64,360.93,81.6947
65,327.082,88.0513
66,319.778,91.7183
67,307.626,176.831
68,319.152,77.0182
69,292.075,125.894
70,332.175,73.5238
71,303.828,184.736
72,341.607,95.5368
73,379.539,127.116
74,302.733,192.893
75,286.245,160.677
76,376.911,150.831
77,357.921,116.969
78,279.523,130.745
79,300.803,167.22
80,308.047,133.702
81,311.702,205.845
82,333.442,61.5079
83,310.706,80.1971
84,291.564,134.143
85,339.156,84.7499
86,294.364,117.528
87,307.736,66.9681
88,323.04,205.719
89,370.788,121.896
90,333.712,195.978
91,365.057,194.391
92,380.006,101.745
93,357.095,92.6131
94,318.213,57.9058
95,342.644,63.1825
96,290.709,104.365
97,380.478,143.047
98,342.564,163.828
99,287.968,168.745
100,284.462,117.675
101,299.971,141.837
102,321.738,67.341
103,275.685,109.691
104,385.705,90.1917
105,287.129,145.456
106,374.835,111.142
107,388.707,113.835
108,347.216,80.6823
109,298.54,81.7736
110,295.086,184.495
111,315.151,217.894
112,305.578,103.587
113,377.78,92.1638
114,369.372,206.582
115,359.458,184.605
116,380.344,192.058
117,373.293,164.118
118,312.63,97.7796
119,303.563,208.015
120,291.113,199.034
121,278.854,143.68
122,330.778,210.431
123,375.62,82.4554
124,368.474,214.925
125,369.004,91.6234
126,355.844,198.907
127,271.597,125.358
128,298.437,218.098
129,282.363,152.696
130,286.95,223.511
131,271.956,138.549
132,327.998,52.8061
133,355.6,58.189
134,348.23,213.495
135,379.682,117.883
136,380.52,178.261
137,301.964,92.1995
138,383.131,159.447
139,265.95,102.804
140,323.996,215.208
141,392.194,146.249
142,373.013,198.294
143,391.229,137.92
144,277.392,167.792
145,280.786,100.443
146,291.437,90.1607
147,259.039,121.805
148,310.565,88.2758
149,298.445,99.6311
150,297.454,230.918
151,384.523,204.235
152,266.878,88.4619
153,337.348,50.6181
154,390.633,173.564
155,381.549,214.867
156,264.769,113.037
157,264.247,129.124
158,365.882,60.4267
159,331.167,219.486
160,274.05,183.333
161,341.043,41.8636
162,381.249,70.8176
163,402.499,148.981
164,257.16,109.61
165,276.528,92.1276
166,267.186,174.904
167,271.387,80.7136
168,388.542,98.309
169,282.19,83.7194
170,256.7,83.3734
171,370.538,156.287
172,393.922,126.662
173,292.554,241.414
174,267.015,69.7574
175,360.859,205.64
176,321.393,224.767
177,393.96,79.127
178,359.547,72.2135
179,371.343,74.8126
180,355.751,224.118
181,382.392,60.1529
182,314.939,45.1061
183,257.701,141.639
184,345.877,53.0214
185,257.114,69.5811
186,263.18,62.1831
187,267.388,145.935
188,389.664,215.584
189,346.877,70.1252
190,305.885,235.48
191,297.358,69.2087
192,282.147,187.633
193,393.783,183.86
194,398.515,210.677
195,307.442,52.7025
196,307.834,221.301
197,398.978,88.7578
198,395.459,103.577
199,404.603,140.382
200,292.251,176.112
201,353.796,234.156
202,358.704,48.3915
203,339.902,75.6249
204,338.969,234.294
205,271.988,158.057
206,301.618,43.8812
207,366.879,48.9888
208,338.993,211.215
209,283.818,108.443
210,385.853,151.902
211,292.469,55.8487
212,349.814,36.0081
213,287.794,208.858
214,274.627,211.715
215,300.99,32.0427
216,404.316,184.661
217,392.147,162.523
218,405.934,83.0927
219,375.128,220.296
220,323.73,40.4802
221,281.663,175.628
222,300.263,61.6924
223,397.795,196.638
224,389.19,66.3086
225,401.34,97.6749
226,279.766,218.155
227,398.393,171.164
228,385.686,52.7654
229,284.601,252.153
230,287.532,43.8092
231,417.378,144.32
232,370.485,228.938
233,399.38,118.36
234,272.402,194.169
235,402.232,131.715
236,376.998,53.8856
237,332.764,42.6763
238,359.499,215.225
239,381.945,225.622
240,389.299,193.11
241,268.825,55.9665
242,278.848,202.112
243,265.983,210.351
244,341.9,219.162
245,399.102,67.1422
246,377.301,236.033
247,323.648,25.2738
248,258.584,153.566
249,348.353,204.426
250,263.334,222.051
251,265.642,163.489
252,294.828,25.9906
253,370.82,39.3814
254,410.076,128.712
255,261.389,50.8612
256,279.176,43.9226
257,362.507,232.535
258,377.074,246.543
259,279.764,68.4652
260,405.911,158.261
261,396.135,53.9928
262,256.548,96.1194
263,385.626,167.21
264,275.92,34.2823
265,379.597,43.7256
266,277.586,226.794
267,313.752,233.131
268,404.263,74.6073
269,387.57,42.2837
270,290.253,74.0258
271,405.602,112.435
272,262.522,31.9382
273,368.368,243.279
274,412.807,167.827
275,411.996,191.644
276,411.395,212.326
277,413.543,153.43
278,288.919,65.8239
279,389.595,239.452
280,294.373,16.772
281,410.203,97.0683
282,328.722,234.501
283,399.753,218.774
284,355.582,243.455
285,283.102,236.459
286,275.085,237.821
287,372.291,66.7132
288,411.213,176.036
289,392.062,228.989
290,292.467,36.5688
291,425.847,155.03
292,304.617,74.7912
293,320.595,237.972
294,306.214,248.215
295,271.016,44.7597
296,421.436,136.195
297,416.793,67.528
298,365.333,252.547
299,422.034,127.717
300,311.418,242.101
301,382.484,254.36
302,280.383,59.5169
303,421.86,118.67
304,259.609,202.499
305,351.826,43.9031
306,432.165,144.836
307,314.519,32.8512
308,266.994,242.638
309,418.022,198.29
310,363.775,223.564
311,422.208,184.58
312,358.24,34.6447
313,421.043,166.473
314,432.341,125.289
315,303.885,18.8171
316,313.959,22.5259
317,295.677,210.465
318,438.736,149.805
319,408.208,232.13
320,298.694,251.47
321,400.144,237.872
322,265.531,231.956
323,406.428,244.179
324,256.498,240.526
325,272.601,248.397
326,392.143,247.396
327,426.719,62.7742
328,419.848,54.944
329,307.953,37.9877
330,433.916,133.979
331,425.645,173.437
332,294.18,162.562
333,431.296,187.096
334,261.979,188.948
335,328.738,32.1035
336,413.375,118.845
337,397.332,41.5627
338,384.964,31.2232
339,425.907,193.562
340,307.209,9.64252
341,408.282,200.265
342,284.067,25.8976
343,411.726,220.717
344,295.42,4.56466
345,260.07,41.2792
346,312.345,255.752
347,318.403,246.289
348,268.147,201.505
349,413.195,59.9146
350,406.946,54.6869
351,264.114,250.314
352,314.905,13.1086
353,318.825,3.12595
